model,char,n_tokens,first_token,is_single,is_unk
MacBERT,鎂,1,鎂,1,0
MacBERT,鎊,1,鎊,1,0
MacBERT,鎌,1,鎌,1,0
MacBERT,鎏,1,鎏,1,0
MacBERT,鎔,1,鎔,1,0
MacBERT,鎖,1,鎖,1,0
MacBERT,鎗,1,鎗,1,0
MacBERT,鎚,1,鎚,1,0
MacBERT,鎧,1,鎧,1,0
MacBERT,鎬,1,鎬,1,0
MacBERT,鎮,1,鎮,1,0
MacBERT,鎳,1,鎳,1,0
MacBERT,鏈,1,鏈,1,0
MacBERT,鏖,1,鏖,1,0
MacBERT,鏗,1,鏗,1,0
MacBERT,鏘,1,鏘,1,0
MacBERT,鏞,1,鏞,1,0
MacBERT,鏟,1,鏟,1,0
MacBERT,鏡,1,鏡,1,0
MacBERT,鏢,1,鏢,1,0
MacBERT,鏤,1,鏤,1,0
MacBERT,鏽,1,鏽,1,0
MacBERT,鐘,1,鐘,1,0
MacBERT,鐮,1,鐮,1,0
MacBERT,鐲,1,鐲,1,0
MacBERT,鐳,1,鐳,1,0
MacBERT,鐵,1,鐵,1,0
MacBERT,鐸,1,鐸,1,0
MacBERT,鐺,1,鐺,1,0
MacBERT,鑄,1,鑄,1,0
MacBERT,鑊,1,鑊,1,0
MacBERT,鑑,1,鑑,1,0
MacBERT,鑒,1,鑒,1,0
MacBERT,鑣,1,鑣,1,0
MacBERT,鑫,1,鑫,1,0
MacBERT,鑰,1,鑰,1,0
MacBERT,鑲,1,鑲,1,0
MacBERT,鑼,1,鑼,1,0
MacBERT,鑽,1,鑽,1,0
MacBERT,鑾,1,鑾,1,0
MacBERT,鑿,1,鑿,1,0
MacBERT,针,1,针,1,0
MacBERT,钉,1,钉,1,0
MacBERT,钊,1,钊,1,0
MacBERT,钎,1,钎,1,0
MacBERT,钏,1,钏,1,0
MacBERT,钒,1,钒,1,0
MacBERT,钓,1,钓,1,0
MacBERT,钗,1,钗,1,0
MacBERT,钙,1,钙,1,0
MacBERT,钛,1,钛,1,0
MacBERT,钜,1,钜,1,0
MacBERT,钝,1,钝,1,0
MacBERT,钞,1,钞,1,0
MacBERT,钟,1,钟,1,0
MacBERT,钠,1,钠,1,0
MacBERT,钡,1,钡,1,0
MacBERT,钢,1,钢,1,0
MacBERT,钣,1,钣,1,0
MacBERT,钤,1,钤,1,0
MacBERT,钥,1,钥,1,0
MacBERT,钦,1,钦,1,0
MacBERT,钧,1,钧,1,0
MacBERT,钨,1,钨,1,0
MacBERT,钩,1,钩,1,0
MacBERT,钮,1,钮,1,0
MacBERT,钯,1,钯,1,0
MacBERT,钰,1,钰,1,0
MacBERT,钱,1,钱,1,0
MacBERT,钳,1,钳,1,0
MacBERT,钴,1,钴,1,0
MacBERT,钵,1,钵,1,0
MacBERT,钺,1,钺,1,0
MacBERT,钻,1,钻,1,0
MacBERT,钼,1,钼,1,0
MacBERT,钾,1,钾,1,0
MacBERT,钿,1,钿,1,0
MacBERT,铀,1,铀,1,0
MacBERT,铁,1,铁,1,0
MacBERT,铂,1,铂,1,0
MacBERT,铃,1,铃,1,0
MacBERT,铄,1,铄,1,0
MacBERT,铅,1,铅,1,0
MacBERT,铆,1,铆,1,0
MacBERT,铉,1,铉,1,0
MacBERT,铎,1,铎,1,0
MacBERT,铐,1,铐,1,0
MacBERT,铛,1,铛,1,0
MacBERT,铜,1,铜,1,0
MacBERT,铝,1,铝,1,0
MacBERT,铠,1,铠,1,0
MacBERT,铡,1,铡,1,0
MacBERT,铢,1,铢,1,0
MacBERT,铣,1,铣,1,0
MacBERT,铤,1,铤,1,0
MacBERT,铨,1,铨,1,0
MacBERT,铩,1,铩,1,0
MacBERT,铬,1,铬,1,0
MacBERT,铭,1,铭,1,0
MacBERT,铮,1,铮,1,0
MacBERT,铰,1,铰,1,0
MacBERT,铲,1,铲,1,0
MacBERT,铵,1,铵,1,0
MacBERT,银,1,银,1,0
MacBERT,铸,1,铸,1,0
MacBERT,铺,1,铺,1,0
MacBERT,链,1,链,1,0
MacBERT,铿,1,铿,1,0
MacBERT,销,1,销,1,0
MacBERT,锁,1,锁,1,0
MacBERT,锂,1,锂,1,0
MacBERT,锄,1,锄,1,0
MacBERT,锅,1,锅,1,0
MacBERT,锆,1,锆,1,0
MacBERT,锈,1,锈,1,0
MacBERT,锉,1,锉,1,0
MacBERT,锋,1,锋,1,0
MacBERT,锌,1,锌,1,0
MacBERT,锏,1,锏,1,0
MacBERT,锐,1,锐,1,0
MacBERT,锑,1,锑,1,0
MacBERT,错,1,错,1,0
MacBERT,锚,1,锚,1,0
MacBERT,锟,1,锟,1,0
MacBERT,锡,1,锡,1,0
MacBERT,锢,1,锢,1,0
MacBERT,锣,1,锣,1,0
MacBERT,锤,1,锤,1,0
MacBERT,锥,1,锥,1,0
MacBERT,锦,1,锦,1,0
MacBERT,锭,1,锭,1,0
MacBERT,键,1,键,1,0
MacBERT,锯,1,锯,1,0
MacBERT,锰,1,锰,1,0
MacBERT,锲,1,锲,1,0
MacBERT,锵,1,锵,1,0
MacBERT,锹,1,锹,1,0
MacBERT,锺,1,锺,1,0
MacBERT,锻,1,锻,1,0
MacBERT,镀,1,镀,1,0
MacBERT,镁,1,镁,1,0
MacBERT,镂,1,镂,1,0
MacBERT,镇,1,镇,1,0
MacBERT,镉,1,镉,1,0
MacBERT,镌,1,镌,1,0
MacBERT,镍,1,镍,1,0
MacBERT,镐,1,镐,1,0
MacBERT,镑,1,镑,1,0
MacBERT,镕,1,镕,1,0
MacBERT,镖,1,镖,1,0
MacBERT,镗,1,镗,1,0
MacBERT,镛,1,镛,1,0
MacBERT,镜,1,镜,1,0
MacBERT,镣,1,镣,1,0
MacBERT,镭,1,镭,1,0
MacBERT,镯,1,镯,1,0
MacBERT,镰,1,镰,1,0
MacBERT,镳,1,镳,1,0
MacBERT,镶,1,镶,1,0
MacBERT,門,1,門,1,0
MacBERT,閃,1,閃,1,0
MacBERT,閉,1,閉,1,0
MacBERT,開,1,開,1,0
MacBERT,閎,1,閎,1,0
MacBERT,閏,1,閏,1,0
MacBERT,閑,1,閑,1,0
MacBERT,閒,1,閒,1,0
MacBERT,間,1,間,1,0
MacBERT,閔,1,閔,1,0
MacBERT,閘,1,閘,1,0
MacBERT,閡,1,閡,1,0
MacBERT,関,1,関,1,0
MacBERT,閣,1,閣,1,0
MacBERT,閥,1,閥,1,0
MacBERT,閨,1,閨,1,0
MacBERT,閩,1,閩,1,0
MacBERT,閱,1,閱,1,0
MacBERT,閲,1,閲,1,0
MacBERT,閹,1,閹,1,0
MacBERT,閻,1,閻,1,0
MacBERT,閾,1,閾,1,0
MacBERT,闆,1,闆,1,0
MacBERT,闇,1,闇,1,0
MacBERT,闊,1,闊,1,0
MacBERT,闌,1,闌,1,0
MacBERT,闍,1,闍,1,0
MacBERT,闔,1,闔,1,0
MacBERT,闕,1,闕,1,0
MacBERT,闖,1,闖,1,0
MacBERT,闘,1,闘,1,0
MacBERT,關,1,關,1,0
MacBERT,闡,1,闡,1,0
MacBERT,闢,1,闢,1,0
MacBERT,门,1,门,1,0
MacBERT,闪,1,闪,1,0
MacBERT,闫,1,闫,1,0
MacBERT,闭,1,闭,1,0
MacBERT,问,1,问,1,0
MacBERT,闯,1,闯,1,0
MacBERT,闰,1,闰,1,0
MacBERT,闲,1,闲,1,0
MacBERT,间,1,间,1,0
MacBERT,闵,1,闵,1,0
MacBERT,闷,1,闷,1,0
MacBERT,闸,1,闸,1,0
MacBERT,闹,1,闹,1,0
MacBERT,闺,1,闺,1,0
MacBERT,闻,1,闻,1,0
MacBERT,闽,1,闽,1,0
MacBERT,闾,1,闾,1,0
MacBERT,阀,1,阀,1,0
MacBERT,阁,1,阁,1,0
MacBERT,阂,1,阂,1,0
MacBERT,阅,1,阅,1,0
MacBERT,阆,1,阆,1,0
MacBERT,阇,1,阇,1,0
MacBERT,阈,1,阈,1,0
MacBERT,阉,1,阉,1,0
MacBERT,阎,1,阎,1,0
MacBERT,阐,1,阐,1,0
MacBERT,阑,1,阑,1,0
MacBERT,阔,1,阔,1,0
MacBERT,阕,1,阕,1,0
MacBERT,阖,1,阖,1,0
MacBERT,阙,1,阙,1,0
MacBERT,阚,1,阚,1,0
MacBERT,阜,1,阜,1,0
MacBERT,队,1,队,1,0
MacBERT,阡,1,阡,1,0
MacBERT,阪,1,阪,1,0
MacBERT,阮,1,阮,1,0
MacBERT,阱,1,阱,1,0
MacBERT,防,1,防,1,0
MacBERT,阳,1,阳,1,0
MacBERT,阴,1,阴,1,0
MacBERT,阵,1,阵,1,0
MacBERT,阶,1,阶,1,0
MacBERT,阻,1,阻,1,0
MacBERT,阿,1,阿,1,0
MacBERT,陀,1,陀,1,0
MacBERT,陂,1,陂,1,0
MacBERT,附,1,附,1,0
MacBERT,际,1,际,1,0
MacBERT,陆,1,陆,1,0
MacBERT,陇,1,陇,1,0
MacBERT,陈,1,陈,1,0
MacBERT,陋,1,陋,1,0
MacBERT,陌,1,陌,1,0
MacBERT,降,1,降,1,0
MacBERT,限,1,限,1,0
MacBERT,陕,1,陕,1,0
MacBERT,陛,1,陛,1,0
MacBERT,陝,1,陝,1,0
MacBERT,陞,1,陞,1,0
MacBERT,陟,1,陟,1,0
MacBERT,陡,1,陡,1,0
MacBERT,院,1,院,1,0
MacBERT,陣,1,陣,1,0
MacBERT,除,1,除,1,0
MacBERT,陨,1,陨,1,0
MacBERT,险,1,险,1,0
MacBERT,陪,1,陪,1,0
MacBERT,陰,1,陰,1,0
MacBERT,陲,1,陲,1,0
MacBERT,陳,1,陳,1,0
MacBERT,陵,1,陵,1,0
MacBERT,陶,1,陶,1,0
MacBERT,陷,1,陷,1,0
MacBERT,陸,1,陸,1,0
MacBERT,険,1,険,1,0
MacBERT,陽,1,陽,1,0
MacBERT,隅,1,隅,1,0
MacBERT,隆,1,隆,1,0
MacBERT,隈,1,隈,1,0
MacBERT,隊,1,隊,1,0
MacBERT,隋,1,隋,1,0
MacBERT,隍,1,隍,1,0
MacBERT,階,1,階,1,0
MacBERT,随,1,随,1,0
MacBERT,隐,1,隐,1,0
MacBERT,隔,1,隔,1,0
MacBERT,隕,1,隕,1,0
MacBERT,隘,1,隘,1,0
MacBERT,隙,1,隙,1,0
MacBERT,際,1,際,1,0
MacBERT,障,1,障,1,0
MacBERT,隠,1,隠,1,0
MacBERT,隣,1,隣,1,0
MacBERT,隧,1,隧,1,0
MacBERT,隨,1,隨,1,0
MacBERT,險,1,險,1,0
MacBERT,隱,1,隱,1,0
MacBERT,隴,1,隴,1,0
MacBERT,隻,1,隻,1,0
MacBERT,隼,1,隼,1,0
MacBERT,隽,1,隽,1,0
MacBERT,难,1,难,1,0
MacBERT,雀,1,雀,1,0
MacBERT,雁,1,雁,1,0
MacBERT,雄,1,雄,1,0
MacBERT,雅,1,雅,1,0
MacBERT,集,1,集,1,0
MacBERT,雇,1,雇,1,0
MacBERT,雉,1,雉,1,0
MacBERT,雋,1,雋,1,0
MacBERT,雌,1,雌,1,0
MacBERT,雍,1,雍,1,0
MacBERT,雎,1,雎,1,0
MacBERT,雏,1,雏,1,0
MacBERT,雑,1,雑,1,0
MacBERT,雒,1,雒,1,0
MacBERT,雕,1,雕,1,0
MacBERT,雖,1,雖,1,0
MacBERT,雙,1,雙,1,0
MacBERT,雛,1,雛,1,0
MacBERT,雜,1,雜,1,0
MacBERT,雞,1,雞,1,0
MacBERT,離,1,離,1,0
MacBERT,難,1,難,1,0
MacBERT,雨,1,雨,1,0
MacBERT,雪,1,雪,1,0
MacBERT,雯,1,雯,1,0
MacBERT,雰,1,雰,1,0
MacBERT,雲,1,雲,1,0
MacBERT,雳,1,雳,1,0
MacBERT,零,1,零,1,0
MacBERT,雷,1,雷,1,0
MacBERT,雹,1,雹,1,0
MacBERT,電,1,電,1,0
MacBERT,雾,1,雾,1,0
MacBERT,需,1,需,1,0
MacBERT,霁,1,霁,1,0
MacBERT,霄,1,霄,1,0
MacBERT,霆,1,霆,1,0
MacBERT,震,1,震,1,0
MacBERT,霈,1,霈,1,0
MacBERT,霉,1,霉,1,0
MacBERT,霊,1,霊,1,0
MacBERT,霍,1,霍,1,0
MacBERT,霎,1,霎,1,0
MacBERT,霏,1,霏,1,0
MacBERT,霑,1,霑,1,0
MacBERT,霓,1,霓,1,0
MacBERT,霖,1,霖,1,0
MacBERT,霜,1,霜,1,0
MacBERT,霞,1,霞,1,0
MacBERT,霧,1,霧,1,0
MacBERT,霭,1,霭,1,0
MacBERT,霰,1,霰,1,0
MacBERT,露,1,露,1,0
MacBERT,霸,1,霸,1,0
MacBERT,霹,1,霹,1,0
MacBERT,霽,1,霽,1,0
MacBERT,霾,1,霾,1,0
MacBERT,靂,1,靂,1,0
MacBERT,靄,1,靄,1,0
MacBERT,靈,1,靈,1,0
MacBERT,頁,1,頁,1,0
MacBERT,頂,1,頂,1,0
MacBERT,頃,1,頃,1,0
MacBERT,項,1,項,1,0
MacBERT,順,1,順,1,0
MacBERT,須,1,須,1,0
MacBERT,頌,1,頌,1,0
MacBERT,預,1,預,1,0
MacBERT,頑,1,頑,1,0
MacBERT,頒,1,頒,1,0
MacBERT,頓,1,頓,1,0
MacBERT,頗,1,頗,1,0
MacBERT,領,1,領,1,0
MacBERT,頜,1,頜,1,0
MacBERT,頡,1,頡,1,0
MacBERT,頤,1,頤,1,0
MacBERT,頫,1,頫,1,0
MacBERT,頭,1,頭,1,0
MacBERT,頰,1,頰,1,0
MacBERT,頷,1,頷,1,0
MacBERT,頸,1,頸,1,0
MacBERT,頹,1,頹,1,0
MacBERT,頻,1,頻,1,0
MacBERT,頼,1,頼,1,0
MacBERT,顆,1,顆,1,0
MacBERT,題,1,題,1,0
MacBERT,額,1,額,1,0
MacBERT,顎,1,顎,1,0
MacBERT,顏,1,顏,1,0
MacBERT,顔,1,顔,1,0
MacBERT,願,1,願,1,0
MacBERT,顛,1,顛,1,0
MacBERT,類,1,類,1,0
MacBERT,顧,1,顧,1,0
MacBERT,顫,1,顫,1,0
MacBERT,顯,1,顯,1,0
MacBERT,顱,1,顱,1,0
MacBERT,顴,1,顴,1,0
MacBERT,页,1,页,1,0
MacBERT,顶,1,顶,1,0
MacBERT,顷,1,顷,1,0
MacBERT,项,1,项,1,0
MacBERT,顺,1,顺,1,0
MacBERT,须,1,须,1,0
MacBERT,顼,1,顼,1,0
MacBERT,顽,1,顽,1,0
MacBERT,顾,1,顾,1,0
MacBERT,顿,1,顿,1,0
MacBERT,颁,1,颁,1,0
MacBERT,颂,1,颂,1,0
MacBERT,预,1,预,1,0
MacBERT,颅,1,颅,1,0
MacBERT,领,1,领,1,0
MacBERT,颇,1,颇,1,0
MacBERT,颈,1,颈,1,0
MacBERT,颉,1,颉,1,0
MacBERT,颊,1,颊,1,0
MacBERT,颌,1,颌,1,0
MacBERT,颍,1,颍,1,0
MacBERT,颐,1,颐,1,0
MacBERT,频,1,频,1,0
MacBERT,颓,1,颓,1,0
MacBERT,颔,1,颔,1,0
MacBERT,颖,1,颖,1,0
MacBERT,颗,1,颗,1,0
MacBERT,题,1,题,1,0
MacBERT,颚,1,颚,1,0
MacBERT,颛,1,颛,1,0
MacBERT,颜,1,颜,1,0
MacBERT,额,1,额,1,0
MacBERT,颞,1,颞,1,0
MacBERT,颠,1,颠,1,0
MacBERT,颡,1,颡,1,0
MacBERT,颢,1,颢,1,0
MacBERT,颤,1,颤,1,0
MacBERT,颦,1,颦,1,0
MacBERT,颧,1,颧,1,0
MacBERT,食,1,食,1,0
MacBERT,飢,1,飢,1,0
MacBERT,飨,1,飨,1,0
MacBERT,飩,1,飩,1,0
MacBERT,飪,1,飪,1,0
MacBERT,飯,1,飯,1,0
MacBERT,飲,1,飲,1,0
MacBERT,飼,1,飼,1,0
MacBERT,飽,1,飽,1,0
MacBERT,飾,1,飾,1,0
MacBERT,餃,1,餃,1,0
MacBERT,餅,1,餅,1,0
MacBERT,餉,1,餉,1,0
MacBERT,養,1,養,1,0
MacBERT,餌,1,餌,1,0
MacBERT,餐,1,餐,1,0
MacBERT,餒,1,餒,1,0
MacBERT,餓,1,餓,1,0
MacBERT,餘,1,餘,1,0
MacBERT,餚,1,餚,1,0
MacBERT,餛,1,餛,1,0
MacBERT,餞,1,餞,1,0
MacBERT,餡,1,餡,1,0
MacBERT,館,1,館,1,0
MacBERT,餮,1,餮,1,0
MacBERT,餵,1,餵,1,0
MacBERT,餾,1,餾,1,0
MacBERT,饅,1,饅,1,0
MacBERT,饈,1,饈,1,0
MacBERT,饋,1,饋,1,0
MacBERT,饌,1,饌,1,0
MacBERT,饍,1,饍,1,0
MacBERT,饑,1,饑,1,0
MacBERT,饒,1,饒,1,0
MacBERT,饕,1,饕,1,0
MacBERT,饗,1,饗,1,0
MacBERT,饞,1,饞,1,0
MacBERT,饥,1,饥,1,0
MacBERT,饨,1,饨,1,0
MacBERT,饪,1,饪,1,0
MacBERT,饬,1,饬,1,0
MacBERT,饭,1,饭,1,0
MacBERT,饮,1,饮,1,0
MacBERT,饯,1,饯,1,0
MacBERT,饰,1,饰,1,0
MacBERT,饱,1,饱,1,0
MacBERT,饲,1,饲,1,0
MacBERT,饴,1,饴,1,0
MacBERT,饵,1,饵,1,0
MacBERT,饶,1,饶,1,0
MacBERT,饷,1,饷,1,0
MacBERT,饺,1,饺,1,0
MacBERT,饼,1,饼,1,0
MacBERT,饽,1,饽,1,0
MacBERT,饿,1,饿,1,0
MacBERT,馀,1,馀,1,0
MacBERT,馁,1,馁,1,0
MacBERT,馄,1,馄,1,0
MacBERT,馅,1,馅,1,0
MacBERT,馆,1,馆,1,0
MacBERT,馈,1,馈,1,0
MacBERT,馋,1,馋,1,0
MacBERT,馍,1,馍,1,0
MacBERT,馏,1,馏,1,0
MacBERT,馒,1,馒,1,0
MacBERT,馔,1,馔,1,0
MacBERT,馬,1,馬,1,0
MacBERT,馭,1,馭,1,0
MacBERT,馮,1,馮,1,0
MacBERT,馳,1,馳,1,0
MacBERT,馴,1,馴,1,0
MacBERT,駁,1,駁,1,0
MacBERT,駄,1,駄,1,0
MacBERT,駅,1,駅,1,0
MacBERT,駆,1,駆,1,0
MacBERT,駐,1,駐,1,0
MacBERT,駒,1,駒,1,0
MacBERT,駕,1,駕,1,0
MacBERT,駛,1,駛,1,0
MacBERT,駝,1,駝,1,0
MacBERT,駭,1,駭,1,0
MacBERT,駱,1,駱,1,0
MacBERT,駿,1,駿,1,0
MacBERT,騁,1,騁,1,0
MacBERT,騎,1,騎,1,0
MacBERT,騏,1,騏,1,0
MacBERT,験,1,験,1,0
MacBERT,騙,1,騙,1,0
MacBERT,騨,1,騨,1,0
MacBERT,騰,1,騰,1,0
MacBERT,騷,1,騷,1,0
MacBERT,驀,1,驀,1,0
MacBERT,驅,1,驅,1,0
MacBERT,驊,1,驊,1,0
MacBERT,驍,1,驍,1,0
MacBERT,驒,1,驒,1,0
MacBERT,驕,1,驕,1,0
MacBERT,驗,1,驗,1,0
MacBERT,驚,1,驚,1,0
MacBERT,驛,1,驛,1,0
MacBERT,驟,1,驟,1,0
MacBERT,驢,1,驢,1,0
MacBERT,驥,1,驥,1,0
MacBERT,马,1,马,1,0
MacBERT,驭,1,驭,1,0
MacBERT,驮,1,驮,1,0
MacBERT,驯,1,驯,1,0
MacBERT,驰,1,驰,1,0
MacBERT,驱,1,驱,1,0
MacBERT,驳,1,驳,1,0
MacBERT,驴,1,驴,1,0
MacBERT,驶,1,驶,1,0
MacBERT,驷,1,驷,1,0
MacBERT,驸,1,驸,1,0
MacBERT,驹,1,驹,1,0
MacBERT,驻,1,驻,1,0
MacBERT,驼,1,驼,1,0
MacBERT,驾,1,驾,1,0
MacBERT,驿,1,驿,1,0
MacBERT,骁,1,骁,1,0
MacBERT,骂,1,骂,1,0
MacBERT,骄,1,骄,1,0
MacBERT,骅,1,骅,1,0
MacBERT,骆,1,骆,1,0
MacBERT,骇,1,骇,1,0
MacBERT,骈,1,骈,1,0
MacBERT,骊,1,骊,1,0
MacBERT,骋,1,骋,1,0
MacBERT,验,1,验,1,0
MacBERT,骏,1,骏,1,0
MacBERT,骐,1,骐,1,0
MacBERT,骑,1,骑,1,0
MacBERT,骗,1,骗,1,0
MacBERT,骚,1,骚,1,0
MacBERT,骛,1,骛,1,0
MacBERT,骜,1,骜,1,0
MacBERT,骞,1,骞,1,0
MacBERT,骠,1,骠,1,0
MacBERT,骡,1,骡,1,0
MacBERT,骤,1,骤,1,0
MacBERT,骥,1,骥,1,0
MacBERT,骧,1,骧,1,0
MacBERT,魚,1,魚,1,0
MacBERT,魯,1,魯,1,0
MacBERT,魷,1,魷,1,0
MacBERT,鮑,1,鮑,1,0
MacBERT,鮨,1,鮨,1,0
MacBERT,鮪,1,鮪,1,0
MacBERT,鮭,1,鮭,1,0
MacBERT,鮮,1,鮮,1,0
MacBERT,鯉,1,鯉,1,0
MacBERT,鯊,1,鯊,1,0
MacBERT,鯖,1,鯖,1,0
MacBERT,鯛,1,鯛,1,0
MacBERT,鯨,1,鯨,1,0
MacBERT,鯰,1,鯰,1,0
MacBERT,鯽,1,鯽,1,0
MacBERT,鰍,1,鰍,1,0
MacBERT,鰓,1,鰓,1,0
MacBERT,鰭,1,鰭,1,0
MacBERT,鰲,1,鰲,1,0
MacBERT,鰻,1,鰻,1,0
MacBERT,鰾,1,鰾,1,0
MacBERT,鱈,1,鱈,1,0
MacBERT,鱉,1,鱉,1,0
MacBERT,鱔,1,鱔,1,0
MacBERT,鱗,1,鱗,1,0
MacBERT,鱷,1,鱷,1,0
MacBERT,鱸,1,鱸,1,0
MacBERT,鱼,1,鱼,1,0
MacBERT,鱿,1,鱿,1,0
MacBERT,鲁,1,鲁,1,0
MacBERT,鲈,1,鲈,1,0
MacBERT,鲍,1,鲍,1,0
MacBERT,鲑,1,鲑,1,0
MacBERT,鲛,1,鲛,1,0
MacBERT,鲜,1,鲜,1,0
MacBERT,鲟,1,鲟,1,0
MacBERT,鲢,1,鲢,1,0
MacBERT,鲤,1,鲤,1,0
MacBERT,鲨,1,鲨,1,0
MacBERT,鲫,1,鲫,1,0
MacBERT,鲱,1,鲱,1,0
MacBERT,鲲,1,鲲,1,0
MacBERT,鲶,1,鲶,1,0
MacBERT,鲷,1,鲷,1,0
MacBERT,鲸,1,鲸,1,0
MacBERT,鳃,1,鳃,1,0
MacBERT,鳄,1,鳄,1,0
MacBERT,鳅,1,鳅,1,0
MacBERT,鳌,1,鳌,1,0
MacBERT,鳍,1,鳍,1,0
MacBERT,鳕,1,鳕,1,0
MacBERT,鳖,1,鳖,1,0
MacBERT,鳗,1,鳗,1,0
MacBERT,鳝,1,鳝,1,0
MacBERT,鳞,1,鳞,1,0
MacBERT,鳥,1,鳥,1,0
MacBERT,鳩,1,鳩,1,0
MacBERT,鳳,1,鳳,1,0
MacBERT,鳴,1,鳴,1,0
MacBERT,鳶,1,鳶,1,0
MacBERT,鴉,1,鴉,1,0
MacBERT,鴕,1,鴕,1,0
MacBERT,鴛,1,鴛,1,0
MacBERT,鴦,1,鴦,1,0
MacBERT,鴨,1,鴨,1,0
MacBERT,鴻,1,鴻,1,0
MacBERT,鴿,1,鴿,1,0
MacBERT,鵑,1,鵑,1,0
MacBERT,鵜,1,鵜,1,0
MacBERT,鵝,1,鵝,1,0
MacBERT,鵡,1,鵡,1,0
MacBERT,鵬,1,鵬,1,0
MacBERT,鵰,1,鵰,1,0
MacBERT,鵲,1,鵲,1,0
MacBERT,鶘,1,鶘,1,0
MacBERT,鶩,1,鶩,1,0
MacBERT,鶯,1,鶯,1,0
MacBERT,鶴,1,鶴,1,0
MacBERT,鷗,1,鷗,1,0
MacBERT,鷲,1,鷲,1,0
MacBERT,鷹,1,鷹,1,0
MacBERT,鷺,1,鷺,1,0
MacBERT,鸚,1,鸚,1,0
MacBERT,鸞,1,鸞,1,0
MacBERT,鸟,1,鸟,1,0
MacBERT,鸠,1,鸠,1,0
MacBERT,鸡,1,鸡,1,0
MacBERT,鸢,1,鸢,1,0
MacBERT,鸣,1,鸣,1,0
MacBERT,鸥,1,鸥,1,0
MacBERT,鸦,1,鸦,1,0
MacBERT,鸨,1,鸨,1,0
MacBERT,鸪,1,鸪,1,0
MacBERT,鸭,1,鸭,1,0
MacBERT,鸯,1,鸯,1,0
MacBERT,鸳,1,鸳,1,0
MacBERT,鸵,1,鸵,1,0
MacBERT,鸽,1,鸽,1,0
MacBERT,鸾,1,鸾,1,0
MacBERT,鸿,1,鸿,1,0
MacBERT,鹂,1,鹂,1,0
MacBERT,鹃,1,鹃,1,0
MacBERT,鹄,1,鹄,1,0
MacBERT,鹅,1,鹅,1,0
MacBERT,鹈,1,鹈,1,0
MacBERT,鹉,1,鹉,1,0
MacBERT,鹊,1,鹊,1,0
MacBERT,鹌,1,鹌,1,0
MacBERT,鹏,1,鹏,1,0
MacBERT,鹑,1,鹑,1,0
MacBERT,鹕,1,鹕,1,0
MacBERT,鹘,1,鹘,1,0
MacBERT,鹜,1,鹜,1,0
MacBERT,鹞,1,鹞,1,0
MacBERT,鹤,1,鹤,1,0
MacBERT,鹦,1,鹦,1,0
MacBERT,鹧,1,鹧,1,0
MacBERT,鹫,1,鹫,1,0
MacBERT,鹭,1,鹭,1,0
MacBERT,鹰,1,鹰,1,0
MacBERT,鹳,1,鹳,1,0
ERNIE-3.0,一,1,一,1,0
ERNIE-3.0,丁,1,丁,1,0
ERNIE-3.0,七,1,七,1,0
ERNIE-3.0,万,1,万,1,0
ERNIE-3.0,丈,1,丈,1,0
ERNIE-3.0,三,1,三,1,0
ERNIE-3.0,上,1,上,1,0
ERNIE-3.0,下,1,下,1,0
ERNIE-3.0,不,1,不,1,0
ERNIE-3.0,与,1,与,1,0
ERNIE-3.0,丐,1,丐,1,0
ERNIE-3.0,丑,1,丑,1,0
ERNIE-3.0,专,1,专,1,0
ERNIE-3.0,且,1,且,1,0
ERNIE-3.0,丕,1,丕,1,0
ERNIE-3.0,世,1,世,1,0
ERNIE-3.0,丘,1,丘,1,0
ERNIE-3.0,丙,1,丙,1,0
ERNIE-3.0,业,1,业,1,0
ERNIE-3.0,丛,1,丛,1,0
ERNIE-3.0,东,1,东,1,0
ERNIE-3.0,丝,1,丝,1,0
ERNIE-3.0,丞,1,丞,1,0
ERNIE-3.0,丟,1,丟,1,0
ERNIE-3.0,両,1,両,1,0
ERNIE-3.0,丢,1,丢,1,0
ERNIE-3.0,两,1,两,1,0
ERNIE-3.0,严,1,严,1,0
ERNIE-3.0,並,1,並,1,0
ERNIE-3.0,丧,1,丧,1,0
ERNIE-3.0,丽,1,丽,1,0
ERNIE-3.0,人,1,人,1,0
ERNIE-3.0,亿,1,亿,1,0
ERNIE-3.0,什,1,什,1,0
ERNIE-3.0,仁,1,仁,1,0
ERNIE-3.0,仃,1,仃,1,0
ERNIE-3.0,仄,1,仄,1,0
ERNIE-3.0,仅,1,仅,1,0
ERNIE-3.0,仆,1,仆,1,0
ERNIE-3.0,仇,1,仇,1,0
ERNIE-3.0,今,1,今,1,0
ERNIE-3.0,介,1,介,1,0
ERNIE-3.0,仍,1,仍,1,0
ERNIE-3.0,从,1,从,1,0
ERNIE-3.0,仏,1,仏,1,0
ERNIE-3.0,仑,1,仑,1,0
ERNIE-3.0,仓,1,仓,1,0
ERNIE-3.0,仔,1,仔,1,0
ERNIE-3.0,仕,1,仕,1,0
ERNIE-3.0,他,1,他,1,0
ERNIE-3.0,仗,1,仗,1,0
ERNIE-3.0,付,1,付,1,0
ERNIE-3.0,仙,1,仙,1,0
ERNIE-3.0,仝,1,仝,1,0
ERNIE-3.0,仞,1,仞,1,0
ERNIE-3.0,仟,1,仟,1,0
ERNIE-3.0,代,1,代,1,0
ERNIE-3.0,令,1,令,1,0
